X,Y,Z,Label
1.764052345967664,0.4001572083672233,0.9787379841057392,L1
2.240893199201458,1.8675579901499675,-0.977277879876411,L1
0.9500884175255894,-0.1513572082976979,-0.10321885179355784,L1
0.41059850193837233,0.144043571160878,1.454273506962975,L1
0.7610377251469934,0.12167501649282841,0.44386323274542566,L1
0.33367432737426683,1.4940790731576061,-0.20515826376580087,L1
0.31306770165090136,-0.8540957393017248,-2.5529898158340787,L1
0.6536185954403606,0.8644361988595057,-0.7421650204064419,L1
2.2697546239876076,-1.4543656745987648,0.04575851730144607,L1
-0.1871838500258336,1.5327792143584575,1.469358769900285,L1
0.1549474256969163,0.37816251960217356,-0.8877857476301128,L1
-1.980796468223927,-0.3479121493261526,0.15634896910398005,L1
1.2302906807277207,1.2023798487844113,-0.3873268174079523,L1
-0.30230275057533557,-1.0485529650670926,-1.4200179371789752,L1
-1.7062701906250126,1.9507753952317897,-0.5096521817516535,L1
-0.4380743016111864,-1.2527953600499262,0.7774903558319101,L1
-1.6138978475579515,-0.2127402802139687,-0.8954665611936756,L1
0.386902497859262,-0.510805137568873,-1.180632184122412,L1
-0.028182228338654868,0.42833187053041766,0.06651722238316789,L1
0.3024718977397814,-0.6343220936809636,-0.3627411659871381,L1
-0.672460447775951,-0.3595531615405413,-0.813146282044454,L1
-1.7262826023316769,0.17742614225375283,-0.4017809362082619,L1
-1.6301983469660446,0.4627822555257742,-0.9072983643832422,L1
0.05194539579613895,0.7290905621775369,0.12898291075741067,L1
1.1394006845433007,-1.2348258203536526,0.402341641177549,L1
-0.6848100909403132,-0.8707971491818818,-0.5788496647644155,L1
-0.31155253212737266,0.05616534222974544,-1.1651498407833565,L1
0.9008264869541871,0.46566243973045984,-1.5362436862772237,L1
1.4882521937955997,1.8958891760305832,1.1787795711596507,L1
-0.17992483581235091,-1.0707526215105425,1.0544517269311366,L1
-0.40317694697317963,1.2224450703824274,0.2082749780768603,L1
0.9766390364837128,0.3563663971744019,0.7065731681919482,L1
0.010500020720820478,1.7858704939058352,0.12691209270361992,L1
0.40198936344470165,1.8831506970562544,-1.3477590611424464,L1
