X,Y,Label
3.2775688932027167,-0.7206763483320591,L0
7.197163296462293,-0.1797001050185012,L0
6.626904490228214,0.66933397827214,L0
6.5077313671246015,-1.2560878140570304,L0
4.556851203591998,0.5999838063905439,L0
3.301854254612679,2.304461061026704,L0
3.445543915689731,-0.4242691272658703,L0
2.986881870411525,-3.031095334204192,L0
8.593837045149856,-0.28897889588918957,L0
4.104170323168919,-0.28102553526264945,L0
7.839727944392871,-1.3648668542605942,L0
6.359135731530165,-0.5993270886730095,L0
3.8066582889233804,0.8019414148010868,L0
6.976481147485394,-0.7267685220294029,L0
3.46230168065038,-1.6533510615755198,L0
7.207007533456752,-0.8135348296912388,L0
1.3017385454490977,1.9939734364167772,L0
2.2602809960941155,1.1023236546411026,L0
5.366857293335049,0.4071739090553582,L0
3.8312494493773563,0.5170244013374643,L0
1.6644402142315253,0.8316109594551858,L0
8.11402008306432,1.2502032521069883,L0
0.9609198292265573,-1.3918817192239543,L0
4.624410156050386,0.6886333406714563,L0
4.78669465267955,-0.6975104754091999,L0
6.190600615384586,1.6463592164559402,L0
4.535411985626805,1.0308625044750273,L0
-0.15810149037894927,-1.3258384886870396,L0
4.357482125883981,-0.6909369755085593,L0
5.66559643480891,1.4336597731351908,L0
6.013338052056777,-0.8799597010099972,L0
1.954463818991628,0.7876662130778659,L0
1.3236465206599757,0.9235341829286539,L0
4.623101835739863,-1.6628817870550479,L0
5.5745146249335855,-0.004067423387136522,L0
4.926805414167506,-0.11910972821681146,L0
5.839048216852283,1.3073471313728318,L0
5.993230396967703,1.4313724839746527,L0
4.911720562304388,2.288847126478053,L0
6.1422196442596455,-0.7688994705586631,L0
2.81220988653119,0.2910406309337699,L0
2.3869569541547984,-1.3765614946067877,L0
5.478174160747199,-0.8596826709282859,L0
3.1333675195461552,-0.04875507774165034,L0
5.1453557982075795,-0.29109327006218444,L0
4.244906161881423,1.2086473379286946,L0
5.684854702573655,-0.3159722380540319,L0
9.92864386703073,0.2741194711824957,L0
7.26401026735466,-0.7933469428625938,L0
2.2741181055839808,-1.119712802520253,L0
4.463980433203776,-0.7023100653853055,L0
7.672772364645587,-0.1697637829108006,L0
5.9229377548822795,-0.0657342812564935,L0
4.132891334533665,0.053734477542071495,L0
8.428102939541464,-1.086043313639523,L0
6.533980901119103,-1.4509933703423257,L0
4.080747115461122,0.005067418457748226,L0
5.652750179453982,2.0974606204243686,L0
4.899834717070929,-1.193052632192712,L0
6.300083946101539,-0.5150138827754805,L0
5.477363141863671,-0.16436335024637572,L0
1.1130862974263547,0.7188436020101958,L0
6.1667360136425975,1.3104170303016094,L0
8.600925524920456,-1.6901319648753106,L0
6.033014888563519,0.5788305352610895,L0
4.161836014384356,0.5615930252902143,L0
5.9992939102239315,-1.723479200598539,L0
5.492445522552864,-1.298225855597381,L0
3.696287000138819,-2.5098681873911213,L0
4.053278148995043,-0.28789240449918885,L0
6.099713734592782,0.0012726885034210099,L0
1.9154236984006427,1.2192614748193416,L0
4.762826752899816,0.6906603124497777,L0
6.931872236919403,2.0118669298883813,L0
8.922453978730031,-0.10216103224246986,L0
5.622248892187307,-1.5250328797685349,L0
