X,Y,Label
8.528104691935328,0.5659077511542838,L0
6.957475968211479,3.1691015541403353,L0
8.735115980299934,-1.382079631928445,L0
6.9001768350511785,-0.21405141673753392,L0
4.793562296412884,0.5806739701313217,L0
5.288087142321756,2.056653316946923,L0
6.522075450293987,0.172074458526128,L0
5.887726465490851,0.4718867591884083,L0
7.988158146315213,-0.29013759905051234,L0
5.626135403301802,-1.2078737780855746,L0
-0.10597963166815738,0.9243562822910113,L0
6.7288723977190115,-1.0495798373776952,L0
9.539509247975214,-2.0567836616674686,L0
5.091517034602892,-0.2647179393637453,L0
8.065558428716916,2.077987100384831,L0
5.309894851393833,0.5348025640025753,L0
3.2244285047397745,-2.801269229663005,L0
4.3041757013476944,0.2211108325699006,L0
7.460581361455441,1.7004218892750258,L0
4.2253463651840955,-0.42752064980633053,L0
2.9028940698658148,-2.0082086255715725,L0
1.5874596187499748,2.758813021080532,L0
3.980695636496693,-0.6195306186656616,L0
2.4944092799001476,1.0995374058317708,L0
1.772204304884097,-0.30086018954164717,L0
3.2090668776126487,0.5471627597885957,L0
3.9783897248622537,-1.6696660469600844,L0
4.94363554332269,0.6057527405007533,L0
5.133034444766336,0.4277598600203268,L0
3.731355812638073,-0.5129934765700408,L0
-0.3595531615405413,2.8352643383715352,L0
-1.7262826023316769,2.591589325513273,L0
-0.4017809362082619,4.307311092974443,L0
0.4627822555257742,1.1764136366400137,L0
0.05194539579613895,2.428513135264084,L0
0.12898291075741067,5.26282189701045,L0
-1.2348258203536526,5.9734998758077555,L0
-0.6848100909403132,4.6968761645201615,L0
-0.5788496647644155,2.4917350945308456,L0
0.05616534222974544,3.4603751851286555,L0
0.9008264869541871,1.981901277332439,L0
-1.5362436862772237,4.806551004789637,L0
1.8958891760305832,6.577728414129822,L0
-0.17992483581235091,6.041706108172768,L0
1.0544517269311366,2.1454020572061725,L0
1.2224450703824274,3.30167704340195,L0
0.9766390364837128,4.360742843974416,L0
0.7065731681919482,4.617244706016334,L0
1.7858704939058352,4.018186569368987,L0
0.40198936344470165,4.219818192657561,L0
-1.3477590611424464,7.2617126856101795,L0
0.9693967081580112,1.7994554323686414,L0
1.9436211856492926,1.9680906587940683,L0
-0.7474548114407578,3.2835909103492638,L0
1.4805147914344243,7.330633289873484,L0
0.9060446582753853,7.234707005589334,L0
1.9100649530990337,2.508313356701943,L0
0.8024563957963952,3.53580454491248,L0
-0.1550100930908342,5.640688535753728,L0
0.9222066715665268,5.063616669319316,L0
3.532346091383787,0.44521249147212916,L1
3.4217724707795942,3.8757929240351974,L1
2.0177327127794493,1.788384803669144,L1
2.384599945440438,4.615253845220122,L1
3.9507683632793107,2.5762380549616237,L1
1.91117424563038,2.7626135198236117,L1
2.0463496057472046,2.0450152072094947,L1
2.1007778523748404,2.95662113975406,L1
3.815422552796628,1.7054210748361611,L1
3.560038063836884,0.4541775898453213,L1
0.8910432874038796,2.6213937031224956,L1
3.2357119176439597,2.8980700705860913,L1
6.3702756617111636,3.3356956998850267,L1
1.70907442874128,3.579699584016808,L1
1.1390258932273467,1.3472207916884131,L1
2.9034917962317945,4.4230325139497655,L1
1.9467576300163352,0.8312394101606204,L1
2.8607671047076852,1.0617000090866475,L1
4.59330380089974,0.47274621443841314,L1
1.37723426936224,1.380828954843626,L1
2.2956757537290327,4.728770399541594,L1
4.342683781553619,2.1238161529695376,L1
1.266972469456666,3.1941095727927813,L1
1.5854818904279608,-0.18463623582485944,L1
4.680127844847917,2.448224540278075,L1
4.30229103762177,2.4507489694953657,L1
4.211741472009224,1.0793107765029415,L1
1.5373597463611188,2.9639202117930337,L1
1.8638071567837402,1.0248293523743128,L1
2.3557797554240034,2.0247192637521114,L1
2.499377009707825,0.055525233245808714,L1
2.089786125720816,-1.1443668924988755,L1
3.884210797664858,-0.2656516642627076,L1
1.4381661033213957,2.0737725625731374,L1
1.9540999802741204,4.1821521677638405,L1
1.1716242240613308,2.37766696127714,L1
2.944445705694439,0.34806633337457216,L1
3.7400249501973084,1.7573968518101495,L1
4.091476664837775,3.16461074320609,L1
6.059277618085789,3.890135952583648,L1
