X,Y,Label
7.8055236266691495,0.17767527889823917,L0
4.826684135457561,2.3615216603383344,L0
6.229474457971617,3.042586233408926,L0
4.82798529756471,0.8231875006847447,L0
2.479259959689457,0.05170359252318674,L0
5.218827554881267,-1.489747033224144,L0
5.721467988022969,-1.4083075254731063,L0
2.136867249470322,1.1022064814706827,L0
5.292217497652628,-0.23025454942023485,L0
5.621519095336062,1.9357253815972786,L0
6.154519754074782,-0.6133098481911858,L0
7.235001728315156,-0.38387190593441617,L0
4.793096269894444,-0.3895204369037733,L0
6.813887501496727,-0.0400727851926324,L0
4.639950862146003,-0.2335708971409348,L0
3.827625692968452,-0.6507526310049452,L0
4.8786907921072125,2.229339725359612,L0
2.8430215609251235,1.3526889997200302,L0
6.891038948706635,1.0979399984959446,L0
5.980591013564867,-0.36273603956984196,L0
2.9969472634715273,0.5096552445863602,L0
3.5236100262707337,0.2976130474952965,L0
4.454782945416054,-2.074193323943852,L0
0.8864479768777453,1.570541169626274,L0
5.7497738958821305,-1.2460486314320878,L0
4.8780706550267965,-1.6875693358567616,L0
5.025913437265718,0.7681136134796486,L0
6.314533895221162,-0.9025460562177776,L0
6.3654343916482015,0.2907081334330692,L0
4.049042096159017,3.7970334072495873,L0
6.981757436291944,0.5972350288917707,L0
3.0934487611338293,-2.024614679794711,L0
5.856716200196134,-1.9348083590297263,L0
4.808249029425852,0.7695764331027437,L0
7.162141093011089,-0.058700389015467994,L0
10.138463527141077,-0.45645219967918355,L0
5.848219323453661,2.027775296471695,L0
4.1771471440347,0.0016744415922204318,L0
5.67938732330501,-0.9945746071573502,L0
5.07392812758987,2.8234355991006033,L0
2.9606571107010886,0.3408687924650271,L0
3.6708998017794756,-2.804773326524941,L0
9.257329927118578,-0.3983407238799129,L0
6.240190093345662,-3.577571764492323,L0
5.556610804834042,-3.1946566676708237,L0
8.005536853507643,-0.9604732774048499,L0
6.589349804680144,0.7911512304883822,L0
4.169058015931965,0.12280658268719828,L0
2.6536207965225946,-1.5507573040896627,L0
5.933550818609365,0.4920822631059689,L0
6.183445411623317,-0.17091892615383664,L0
1.0208254655477833,0.1085174688983288,L0
5.165557174143756,-2.1903964723636054,L0
5.99255201109251,0.9848118269523585,L0
3.777479865312173,-2.7686558997808848,L0
6.934915621250491,1.0660087083721612,L0
9.91266437747731,-0.03568775331033691,L0
1.9734322709570034,1.7278412991100052,L0
3.4618048487831308,-0.3013001869684004,L0
2.555365273068576,-0.7596023272402872,L0
2.945064927357889,1.662119473457943,L0
5.117409612156855,-1.7501215321679364,L0
5.9598286518485475,-1.2004455670547627,L0
3.791322563926519,1.598591915762097,L0
4.353201809287622,-0.94018151381734,L0
6.907979260095008,-0.48547391488297104,L0
3.9086172449363383,1.8283082768126109,L0
6.316507463602631,-0.47621268840772324,L0
5.244093650847023,-2.196668882471715,L0
1.5609239705934255,-1.4624612327023838,L0
5.599799663461242,1.1379890434013173,L0
5.992384385889563,-0.9453579185065388,L0
1.9981223968879238,1.7420782090424738,L0
5.728658599265552,0.6446065839298101,L0
3.506054682695283,-0.1505924410730917,L0
2.7465488149011215,0.3749309117060409,L0
4.234518397256574,-1.1436163812766846,L0
5.09239866368503,1.9974260171377114,L0
5.30317099671968,2.2022237450599773,L0
7.6481989810006805,-2.173978184877923,L0
4.4702853586839355,-2.24308299590797,L0
5.063958974089014,-1.2976070700238076,L0
3.3506682156836964,-0.3512419781160592,L0
5.251079235136346,-0.8283804606334756,L0
1.0114469631488499,0.025836580457301056,L0
1.4795952095202316,0.4700467929152534,L0
2.1529152066537587,-0.10885890892871976,L0
3.7103168152995845,1.6663342063632425,L0
3.3922889403355976,0.8233764479375055,L0
2.1292429191932416,0.1654818390624201,L0
3.362128381860371,-1.7630355960047788,L0
6.293932971823721,1.378846838104892,L0
7.448806230505978,-0.3847676668866124,L0
4.816883019824228,-0.8682483067674522,L0
10.471591953667307,0.8940180205663967,L0
4.106311565581088,0.0948490261109698,L0
4.969470214409283,1.9800481147114597,L0
6.632836797938181,0.4144681719831293,L0
3.783775997526682,-1.2999693756808797,L0
4.7508436073872256,3.379044165828437,L0
0.04439248984713284,0.8452060911272224,L0
2.1432044796268923,0.5875126796053536,L0
4.109067154518928,0.5506380678290566,L0
5.409159738254182,0.16930427449401358,L0
4.854601937075859,-0.12615449417366145,L0
5.485791110800493,0.8892386844012182,L0
3.2532086334843235,0.2189440184525486,L0
3.3995819342629723,-1.9722672740029528,L0
6.1980857474621995,-1.6597163340758636,L0
10.098955977741188,-1.0734921071326091,L0
5.388134765010181,-0.6267493868456182,L0
2.1687058601507228,-2.7533235652592576,L0
5.69021757983577,0.842710719227028,L0
7.271496924562941,1.1679672009621578,L0
3.8678490196640065,2.814584666736918,L0
7.760325821400917,-2.522137668666915,L0
6.728264310652844,-3.3803899094805185,L0
6.232952463726178,-1.4912885856013642,L0
